studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex	Delta 15 N (o/oo)	Delta 13 C (o/oo)	Comments
FAKE123	552	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N277A1	Yes	2009-06-29	31.9	22.5	194	4916	MALE	8.8066	-23.71917	
FAKE123	553	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N277A2	Yes	2008-11-13	41.8	16.4	227	1021	FEMALE	8.36603	-23.44099	
FAKE123	554	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N278A1	No	2009-07-29	39.6	16.2	228	3557	MALE	7.94158	-24.84546	
FAKE123	555	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N278A2	Yes	2007-06-06	41.7	18.7	221	3673	FEMALE	8.56464	-23.57808	
FAKE123	556	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N279A1	Yes	2008-07-09	39.4	17.4	160	2527	MALE	9.7723	-26.39446	
FAKE123	557	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N279A2	Yes	2009-06-20	41.7	17.2	212	2212	MALE	9.93979	-23.53718	
FAKE123	558	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N280A1	Yes	2009-12-26	48.3	22.4	213	3946	MALE	8.97985	-25.92431	
FAKE123	559	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N280A2	Yes	2009-12-08	42.5	21.1	191	4120	MALE	7.70054	-26.21439	
FAKE123	560	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N281A1	No	2009-10-23	42.8	19.8	181	2537	FEMALE	7.21124	-25.65323	
FAKE123	561	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N281A2	Yes	2009-07-17	31.6	20.3	220	4047	FEMALE	8.30283	-26.90464	
FAKE123	562	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N282A1	No	2009-06-24	38.9	22.7	176	2413	F>EMALE	9.4162	-26.25175	
FAKE123	563	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N282A2	Yes	2008-09-23	42.2	22.4	165	3263	MALE	9.1986	-23.67886	
FAKE123	564	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N283A1	Yes	2009-06-28	38.4	16.2	184	1368	FEMALE	7.21947	-24.96816	
FAKE123	565	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N283A2	Yes	2009-04-23	34.8	21.6	212	4364	MALE	9.29141	-23.04777	
FAKE12 3	566	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N284A1	Yes	2008-06-02	40.7	15.4	165	1807	MALE	7.75986	-26.54855	
FAKE123	567	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N284A2	Yes	2008-02-21	34.5	17.2	228	4262	MALE	9.5472	-24.2478	
FAKE123	568	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N285A1	Yes	2008-05-17	39.7	20.6	173	3318	MALE	9.14359	-26.57678	
FAKE123	569	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N285A2	Yes	2007-06-06	32.5	18.1	205	3126	MALE	8.73899	-24.12628	
FAKE123	570	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N286A1	Yes	2007-01-04	38.2	21.3	209	3572	FEMALE	9.60887	-25.20484	
FAKE123	571	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N286A2	Yes	2008-03-14	38.7	15.4	216	4772	FEMALE	7.90447	-25.13094	
FAKE123	572	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N287A1	Yes	2007-11-19	35.6	21.9	169	2008	MALE	7.93394	-24.81522	
FAKE123	573	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N287A2	No	2009-10-04	30.1	21.3	167	1064	MALE	7.27372	-23.28392	
FAKE123	574	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N288A1	Yes	2009-01-07	34.2	22.1	162	1854	MALE	7.8081	-241.7929	
FAKE123	575	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N288A2	Yes	2009-07-09	50.0	15.2	216	3885	MALE	9.54667	-25.96154	
FAKE123	576	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N289A1	Yes	2008-02-27	47.5	20.0	183	2576	FEMALE	8.6338	-26.07299	
FAKE123	577	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N289A2	No	2008-12-24	32.2	19.4	161	4182	FEMALE	8.55546	-23.1783	
FAKE123	578	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N290A1	Yes	2008-09-17	36.2	15.3	206	1941	MALE	8.61402	-25.67053	
FAKE123	579	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N290A2	Yes	2007-03-20	42.7	17.6	230	4550	FEMALE	9.62134	-26.71313	
FAKE123	580	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N291A1	Yes	2007-10-03	43.8	18.0	179	2737	FEMALE	7.7431	-23.66755	
FAKE123	581	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N291A2	Yes	2007-11-09	35.7	22.0	213	1845	MALE	7.20879	-24.33731	
FAKE123	582	Adelie Penguin (Pygoscelis adeliae)	Anvers	 Biscoe	Adult, 1 Egg Stage	N292A1	No	2007-12-01	43.4	22.7	169	3019	FEMALE	9.82696	-25.86289	
FAKE123	583	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N292A2	Yes	2009-05-09	43.8	18.7	203	3363	FEMALE	7.0193	-23.15352	
FAKE123	584	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N293A1	Yes	2008-10-16	50.0	21.1	206	3275	MALE	7.82828	-26.90497	
FAKE123	585	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N293A2	Yes	2007-05-09	41.9	22.6	193	1926	FEMALE	7.32245	-24.27738	
FAKE123	586	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N294A1	No	2008-11-19	35.1	21.1	174	3593	FEMALE	8.32542	-25.93782	
FAKE123	587	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N294A2	Yes	2007-08-27	35.3	19.1	162	4438	MALE	9.32034	-24.35441	
FAKE123	588	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N295A1	Yes	2007-08-25	31.8	15.5	168	3202	MALE	7.01348	-24.14144	
FAKE123	589	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N295A2	Yes	2009-02-19	35.1	18.9	199	1120	MALE	9.54256	-23.65672	
FAKE123	590	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N296A1	Yes	2009-08-11	43.7	19.8	165	1176	MALE	7.96976	-24.11202	
FAKE123	591	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N296A2	Yes	2008-01-05	49.2	15.5	181	2854	MALE	9.47891	-26.49842	
FAKE123	592	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N297A1	Yes	2007-04-03	36.8	19.8	221	2605	MALE	8.51241	-23.28569	
FAKE123	593	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N297A2	Yes	2007-04-15	30.1	16.1	210	2320	MALE	9.6048	-26.94771	
FAKE123	594	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N298A1	Yes	2009-11-09	35.1	17.2	192	2033	MALE	7.5533	-24.86097	
FAKE123	595	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N298A2	Yes	2008-08-15	40.4	20.2	213	2039	MALE	7.78142	-24.17056	
FAKE123	596	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N299A1	Yes	2009-12-17	48.2	18.8	164	3856	FEMALE	7.06534	-26.84232	
FAKE123	597	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N299A2	Yes	2007-04-21	45.2	22.5	183	2419	FEMALE	9.19619	-26.45786	
FAKE123	598	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N300A1	Yes	2007-10-16	38.5	15.0	160	2090	MALE	9.75862	-2^3.98716	
FAKE123	599	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N300A2	Yes	2009-06-30	43.9	20.5	226	2208	FEMALE	8.31756	-25.51204	
FAKE123	600	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N301A1	Yes	2008-07-17	46.6	20.0	184	3685	MALE	8.97229	-24.00705	
FAKE123	601	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N301A2	Yes	2008-11-19	45.8	15.7	164	1911	FEMALE	9.14545	-24.3949	
FAKE123	602	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N302A1	No	2008-02-28	32.7	18.0	228	4514	FEMALE	8.20454	-26.13826	
FAKE123	603	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N302A2	Yes	2007-02-05	33.1	16.3	209	2984	FEMALE	7.91407	-25.32202	
FAKE123	604	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N303A1	Yes	2009-10-27	46.7	18.0	181	2576	FEMALE	8.40545	-26.45412	
FAKE123	605	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N303A2	Yes	2009-11-14	47.3	19.4	171	1009	FEMALE	7.13413	-25.72156	
FAKE123	606	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N304A1	Yes	2008-01-09	49.5	16.3	208	1858	FEMALE	8.09673	-26.20158	
FAKE123	607	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N304A2	Yes	2007-09-06	43.2	16.4	217	1860	MALE	8.63979	-23.1315	
FAKE123	608	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N305A1	Yes	2007-04-18	31.8	21.3	182	4798	MALE	9.4087	-23.38424	
FAKE123	609	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N305A2	Yes	2007-10-13	34.8	16.1	172	1490	FEMALE	8.089	-25.36299	
FAKE123	610	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N306A1	Yes	2007-07-28	30.9	16.7	173	1563	MALE	9.33799	-25.07298	
FAKE123	611	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N306A2	Yes	2007-11-22	40.6	19.1	197	3667	FEMALE	9.97805	-24.12465	
FAKE123	612	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N307A1	Yes	2007-10-28	31.9	18.0	188	2198	FEMALE	8.51507	-24.85116	
FAKE123	613	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N307A2	Yes	2007-07-04	30.1	16.4	162	2168	MALE	7.10057	-24.99018	
FAKE123	614	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N308A1	Yes	2008-04-08	36.0	15.0	169	1388	MALE	8.10005	-24.69444	
FAKE123	615	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N308A2	Yes	2009-10-01	41.1	19.9	208	3431	FEMALE	9.18215	-25.28507	
FAKE123	616	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N309A1	Yes	2007-12-28	49.8	21.2	194	3718	MALE	9.18489	-25.29856	
FAKE123	617	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N309A2 	Yes	2007-12-11	40.1	19.0	200	1748	MALE	8.30251	-25.03263	
FAKE123	618	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N310A1	Yes	2008-06-30	43.0	19.3	212	4976	FEMALE	7.95902	-25.17145	
FAKE123	619	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N310A2	Yes	2007-06-17	47.6	16.2	207	4517	FEMALE	9.97103	-23.70004	
FAKE123	620	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N311A1	Yes	2008-05-27	31.8	21.8	169	3435	MALE	7.62821	-26.65683	
FAKE123	621	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N311A2	Yes	2007-02-26	33.5	22.3	182	4407	FEMALE	7.70239	-25.63404	
FAKE123	622	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N312A1	Yes	2008-04-13	42.6	19.1	192	4859	MALE	7.7605	-25.60978	
FAKE123	623	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N312A2	Yes	2007-09-03	32.7	21.3	203	4330	MALE	8.22275	-23.50277	
FAKE123	624	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N313A1	Yes	2007-05-09	46.9	19.0	214	4637	FEMALE	7.71086	-23.60022	
FAKE123	625	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N313A2	Yes	2008-02-29	41.3	20.4	174	2790	MALE	8.60103	-24.66488	
FAKE123	626	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N314A1	Yes	2007-030-6	43.2	16.1	189	4640	MALE	8.92178	-25.43837	
FAKE123	627	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N314A2	Yes	2009-08-19	30.5	18.6	214	1077	MALE	7.41268	-25.7400 2	
FAKE123	628	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N315A1	Yes	2007-02-09	47.0	16.2	208	3723	FEMALE	7.64195	-24.65616	
FAKE123	629	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N315A2	Yes	2007-04-10	39.0	17.4	179	1606	FEMALE	8.11591	-24.41063	
FAKE123	630	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N316A1	Yes	2007-05-27	46.1	15.9	216	3087	MALE	9.22489	-23.09107	
FAKE123	631	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N316A2	Yes	2007-07-09	44.5	22.4	168	4802	FEMALE	8.83478	-26.00779	
FAKE123	632	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N317A1	Yes	2008-10-11	32.9	17.0	202	2230	MALE	9.85439	-26.29098	
FAKE123	633	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N317A2	Yes	2007-01-11	37.8	17.5	191	4692	FEMALE	9.29647	-26.97305	
FAKE123	634	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N318A1	Yes	2009-10-14	30.6	16.6	217	4075	FEMALE	9.3201	-24.33411	No8ne
FAKE123	635	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N318A2	Yes	2009-04-25	48.4	16.0	170	2433	MALE	9.01632	-23.35747	
FAKE123	636	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N319A1	No	2008-01-11	42.8	16.7	199	2204	MALE	7.68051	-26.70471	
FAKE123	637	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N319A2	Yes	2008-12-08	35.0	19.2	221	4293	FEMALE	7.92999	-26.84085	
FAKE123	638	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N320A1	Yes	2009-09-25	45.0	20.1	175	2720	FEMALE	9.31031	-24.86646	
FAKE123	639	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N320A2	Yes	2007-10-27	47.5	16.6	183	4655	FEMALE	7.90004	-25.94601	
FAKE123	640	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N321A1	Yes	2009-12-05	37.0	18.5	194	4149	FEMALE	8.04034	-26.59563	
FAKE123	641	Adelie Penguin (Pygoscelis a9deliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N321A2	Yes	2009-09-03	43.6	19.1	189	3500	MALE	9.33977	-24.46089	
FAKE123	642	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N322A1	Yes	2009-01-20	46.5	15.4	167	2742	FEMALE	9.51677	-25.91605	
FAKE123	643	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N322A2	Yes	2007-08-19	32.3	22.3	173	2136	FEMALE	7.67583	-23.29225	
FAKE123	644	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N323A1	Yes	2007-07-18	35.6	19.7	167	3739	MALE	9.08566	-24.6081	
FAKE123	645	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N323A2	Yes	2007-03-13	44.7	17.2	201	4133	MALE	9.67154	-26.67895	
FAKE123	646	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N324A1	Yes	2008-11-06	42.5	21.9	172	3915	MALE	9.51994	-24.26472	
FAKE123	647	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N324A2	Yes	2009-03-30	41.2	17.6	223	1543	FEMALE	8.56568	-24.35347	
FAKE123	648	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N325A1	No	2008-02-05	39.8	22.3	173	1916	FEMALE	9.58639	-25.4289	
FAKE123	649	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N325A2	Yes	2009-07-07	33.5	19.4	169	4708	MALE	8.36987	-23.39058	
FAKE123	650	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N326A1	No	2007-09-14	31.3	18.6	160	4142	MALE	9.23172	-23.88614	
FAKE123	651	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N326A2	Yes	2009-02-26	49.4	16.4	184	1262	FEMALE	7.20307	-24.88334	
FAKE123	652	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N327A1	Yes	2008-06-16	48.2	15.7	192	4565	MALE	8.55441	-25.51666	
FAKE123	653	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N327A2	No	2007-09-04	47.5	17.4	189	2832	FEMALE	7.61359	-26.96007	
FAKE123	654	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N328A1	Yes	2009-11-07	41.2	21.1	185	1953	MALE	8.58968	-26.29698	
FAKE123	655	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N328A2	Yes	2008-09-20	47.3	21.0	210	3909	FEMALE	9.88692	-25.236	
FAKE123	656	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N329A1	Yes	2008-02-14	47.9	18.5	211	>1736	FEMALE	9.68447	-25.40451	
FAKE123	657	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N329A2	Yes	2007-12-23	35.3	18.7	195	4806	MALE	9.37531	-23.07898	
FAKE123	658	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N330A1	Yes	2007-07-11	38.5	15.1	169	1604	FEMALE	8.84884	-24.75974	
FAKE123	659	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N330A2	Yes	2009-06-21	45.2	19.3	178	2887	MALE	9.90356	-24.65319	
FAKE123	660	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N331A1	Yes	2009-12-22	46.7	21.2	187	2731	FEMALE	7.12732	-24.44659	
FAKE123	661	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N331A2	Yes	2008-04-04	35.0	16.6	212	1162	FEMALE	8.77588	-23.1452	
FAKE123	662	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N332A1	No	2007-01-12	46.5	18.5	213	3807	MALE	9.03275	-25.84407	
FAKE123	663	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N332A2	Yes	2007-07-27	37.4	19.7	211	1752	FEMALE	8.97539	-23.84058	
FAKE123	664	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N333A1	Yes	2007-10-06	41.3	18.0	184	1403	FEMALE	7.86209	-26.97956	
FAKE123	665	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N333A2	Yes	2007-03-03	43.7	19.1	221	3521	MALE	9.99939	-23.93548	
FAKE123	666	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N334A1	No	2007-07-16	39.7	22.3	204	2131	MALE	8.26885	-23.66906	
FAKE123	667	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N334A2	Yes	2009-08-22	30.1	21.4	163	4646	MALE	7.39174	-26.0775	
FAKE123	668	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N335A1	Yes	2008-03-30	44.0	20.9	183	4464	FEMALE	9.44197	-26.14498	
FAKE123	669	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N335A2	Yes	2009-02-02	49.7	20.9	170	1461	MALE	9.30413	-26.17881	
FAKE123	670	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N336A1	Yes	2007-06-14	42.7	22.8	173	1245	MALE	7.65484	-26.07114	
FAKE123	671	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N336A2	Yes	2009-11-01	48.6	16.7	211	1448	MALE	9.65601	-24.19561	
FAKE123	672	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N337A1	Yes	2007-01-25	46.7	22.8	201	4861	MALE	8.91291	-26.40121	
FAKE123	673	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N337A2	Yes	2007-11-17	43.9	21.2	172	3373	MALE	8.71909	-24.49439	
FAKE123	674	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N338A1	Yes	2007-12-06	47.7	18.5	204	4916	FEMALE	8.28272	-25.60134	
FAKE123	675	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N338A2	Yes	2009-11-30	42.1	18.7	179	3787	FEMALE	8.02356	-26.91487	
FAKE123	676	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N339A1	Yes	2008-12-26	36.3	22.7	190	2593	MALE	9.02069	-26.49611	
FAKE123	677	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N339A2	Yes	2007-10-24	41.6	20.2	209	2696	MALE	9.94745	-26.57842	
FAKE123	678	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N340A1	No	2008-07-12	40.3	21.0	210	2019	MALE	7.6143	-25.52254	
FAKE123	679	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N340A2	Yes	2007-10-19	33.2	15.4	173	2614	MALE	7.01225	-25.4463	
FAKE123	680	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N341A1	Yes	2007-12-01	35.7	18.6	162	1290	FEMALE	7.80455	-25.81862	
FAKE123	681	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N341A2	Yes	2007-08-03	30.5	21.2	176	4097	FEMALE	9.22919	-24.99437	
FAKE123	682	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N342A1	No	2007-07-07	49.5	15.9	195	3141	MALE	8.57938	-24.54928	
FAKE123	683	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N342A2	Yes	2008-01-03	38.1	19.2	199	3791	MALE	7.67202	-23.7439	
FAKE123	684	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N343A1	Yes	2007-04-06	41.1	22.3	213	4481	FEMALE	7.61655	-24.52057	
FAKE123	685	 Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N343A2	No	2007-03-16	47.8	20.2	193	1894	FEMALE	8.63122	-26.10542	
FAKE123	686	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N344A1	Yes	2009-03-13	33.8	17.9	174	2590	MALE	8.01616	-26.14144	
FAKE123	687	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N344A2	Yes	2009-07-01	40.4	18.4	192	4915	FEMALE	9.6812	-24.14396	
FAKE123	688	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N345A1	No	2007-04-17	46.5	20.1	171	3480	MALE	9.68117	-26.59825	
FAKE123	689	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N345A2	Yes	2009-07-14	32.5	19.4	187	3691	FEMALE	7.91409	-26.81253	
